Date,Store,Category,Customer_ID,Revenue,Units,Member,Availability_Pct
2025-10-10,Reading,Chilled,1203,48.35,5,No,93.2
2026-04-12,Camden,Food To Go,1068,14.24,4,No,98.0
2026-01-15,Bristol,Chilled,1515,23.32,1,No,96.0
2025-12-28,Croydon,Fresh Food,4563,50.87,6,No,95.1
2026-03-25,Bristol,Fresh Food,5456,35.39,5,Yes,95.5
2026-03-17,Bristol,Snacks,2464,33.56,7,Yes,96.3
2025-04-03,Bristol,Fruit & Veg,2652,62.08,4,Yes,97.4
2026-02-28,London Central,Soft Drinks,1706,37.71,1,No,94.0
2025-05-22,Bristol,Chilled,2625,31.94,1,Yes,93.6
2025-10-18,Reading,Soft Drinks,5752,49.89,1,Yes,95.8
2026-03-08,Reading,Soft Drinks,4785,48.04,3,No,98.1
2025-02-18,Camden,Soft Drinks,2345,59.68,1,Yes,92.3
2025-10-29,Birmingham,Meal Deals,1343,49.13,4,No,95.8
2025-07-09,Bristol,Own Brand,4786,23.8,1,Yes,97.6
2025-05-16,Bristol,Snacks,1535,63.67,6,Yes,96.2
2026-02-08,Croydon,Soft Drinks,1354,23.15,6,No,95.7
2025-12-07,London Central,Own Brand,4542,81.58,1,No,96.1
2025-11-14,Birmingham,Own Brand,1982,51.53,4,Yes,98.6
2025-12-29,Camden,Snacks,2345,58.38,2,No,96.6
2026-01-17,Birmingham,Fresh Food,4009,21.29,1,Yes,91.9
2025-08-21,Bristol,Meal Deals,1526,50.13,4,Yes,94.8
2025-12-10,Croydon,Chilled,1930,21.23,5,Yes,95.2
2025-07-02,London Central,Snacks,3756,31.77,4,No,97.1
2025-02-10,Camden,Fruit & Veg,3282,11.91,3,Yes,95.2
2026-02-01,Birmingham,Own Brand,2946,24.04,5,Yes,95.0
2026-05-09,Camden,Soft Drinks,4927,17.73,6,No,95.1
2025-11-29,Bristol,Own Brand,3541,29.82,6,Yes,95.5
2025-05-07,Camden,Meal Deals,2916,39.39,2,Yes,94.8
2025-01-01,Croydon,Fruit & Veg,4360,36.01,2,Yes,94.2
2025-06-17,Camden,Fresh Food,2593,92.25,4,No,94.7
2025-01-19,Reading,Fresh Food,3925,42.62,4,Yes,95.6
2025-11-28,Croydon,Food To Go,4625,45.08,1,No,96.2
2026-04-01,Birmingham,Soft Drinks,2223,43.71,7,Yes,100.5
2025-04-19,London Central,Food To Go,2959,28.23,7,Yes,92.3
2025-09-25,London Central,Meal Deals,1965,26.67,1,No,96.2
2026-03-21,Bristol,Fruit & Veg,5992,35.51,6,Yes,98.0
2025-08-28,Bristol,Own Brand,4678,36.83,3,No,93.5
2025-10-28,Reading,Chilled,5312,33.3,7,Yes,96.4
2025-04-13,Birmingham,Food To Go,1622,54.68,1,Yes,94.3
2025-09-07,London Central,Fresh Food,5448,48.27,6,Yes,94.0
2026-03-29,London Central,Soft Drinks,5787,40.02,4,Yes,93.5
2025-06-02,London Central,Own Brand,5726,28.38,7,Yes,94.8
2025-06-23,London Central,Fruit & Veg,3372,21.98,4,Yes,94.7
2025-12-09,Camden,Snacks,3948,45.17,1,Yes,96.5
2026-03-07,Birmingham,Meal Deals,4299,37.66,7,Yes,92.1
2025-11-20,Croydon,Meal Deals,2168,45.11,3,Yes,96.7
2026-02-24,Croydon,Fresh Food,5749,56.06,6,Yes,96.7
2026-04-30,Reading,Snacks,1391,19.83,4,Yes,95.6
2026-02-16,Camden,Meal Deals,4809,48.41,6,Yes,99.6
2025-03-25,London Central,Chilled,3407,19.2,3,No,97.5
2025-04-23,London Central,Own Brand,5864,50.81,4,No,94.0
2025-11-28,Bristol,Soft Drinks,5892,36.69,6,No,92.6
2026-01-13,Bristol,Own Brand,5260,39.75,3,Yes,93.6
2025-02-10,Reading,Chilled,5828,54.82,3,Yes,93.8
2025-04-15,London Central,Meal Deals,1580,18.56,3,Yes,91.3
2025-07-21,Reading,Chilled,1820,11.29,1,No,96.0
2026-03-26,Camden,Own Brand,2247,60.32,2,Yes,92.4
2025-09-23,Croydon,Meal Deals,1123,67.24,6,Yes,95.5
2025-07-29,London Central,Soft Drinks,5439,48.36,3,Yes,96.9
2025-04-28,Birmingham,Soft Drinks,2874,39.55,6,No,97.8
2026-01-12,Camden,Snacks,1523,27.54,3,No,94.5
2025-03-25,London Central,Chilled,4123,41.5,6,Yes,93.6
2026-03-30,Birmingham,Fruit & Veg,5224,34.67,4,Yes,97.7
2026-05-29,Bristol,Snacks,4198,55.99,6,No,98.0
2026-01-22,Reading,Soft Drinks,3785,33.92,7,Yes,96.4
2025-12-16,Bristol,Fresh Food,3118,43.09,2,Yes,93.6
2025-10-23,Croydon,Meal Deals,2210,12.98,4,No,92.4
2025-09-15,Bristol,Snacks,2026,41.23,4,Yes,97.2
2025-03-22,London Central,Food To Go,5117,75.37,3,Yes,94.9
2025-09-25,Birmingham,Fruit & Veg,5261,30.14,5,Yes,97.5
2026-02-23,Bristol,Meal Deals,1497,17.82,7,No,93.7
2025-08-23,London Central,Snacks,5529,38.48,2,Yes,97.2
2025-11-07,Croydon,Soft Drinks,3805,55.59,4,No,97.8
2025-12-23,Birmingham,Own Brand,5932,48.39,5,No,94.5
2025-08-01,Bristol,Soft Drinks,2693,88.88,5,No,95.6
2025-02-18,Reading,Fruit & Veg,5758,38.85,4,No,92.7
2025-05-07,Reading,Food To Go,1724,58.48,3,Yes,92.7
2025-08-11,Birmingham,Snacks,1375,26.78,1,Yes,95.6
2025-10-06,Reading,Own Brand,5398,14.37,4,No,93.9
2026-02-12,Bristol,Snacks,3452,24.58,3,No,95.5
2026-05-20,Bristol,Chilled,4859,28.22,2,Yes,95.3
2025-10-21,Birmingham,Fresh Food,2686,33.69,3,No,96.3
2025-10-04,Bristol,Soft Drinks,5803,54.29,5,Yes,96.1
2026-03-14,London Central,Snacks,1256,30.38,7,Yes,96.8
2025-04-17,Croydon,Snacks,5494,45.39,7,No,95.5
2026-02-24,Reading,Meal Deals,4600,40.57,2,Yes,95.6
2026-03-05,London Central,Meal Deals,1050,40.37,7,Yes,95.0
2026-01-10,Birmingham,Snacks,1594,45.14,2,No,97.1
2025-03-14,Reading,Food To Go,5913,42.88,1,No,98.7
2025-01-30,London Central,Fresh Food,5731,21.93,1,No,96.5
2025-07-07,Bristol,Snacks,4873,31.55,4,No,96.0
2025-12-30,Birmingham,Fruit & Veg,4436,21.06,7,No,94.6
2026-03-27,Birmingham,Soft Drinks,2072,32.34,3,No,95.5
2025-07-14,Reading,Chilled,2476,33.3,4,Yes,94.2
2025-06-05,Bristol,Meal Deals,5870,47.03,1,Yes,93.8
2025-06-21,Reading,Fruit & Veg,4020,44.14,5,Yes,94.6
2025-02-10,Camden,Soft Drinks,2664,57.27,1,No,98.6
2025-03-04,London Central,Own Brand,5492,9.42,3,Yes,94.8
2025-01-23,Camden,Meal Deals,3730,41.07,5,Yes,98.2
2025-12-26,London Central,Food To Go,2395,51.95,7,No,93.1
2025-03-16,Croydon,Meal Deals,4897,40.32,4,Yes,95.3
2025-04-28,Birmingham,Fresh Food,5624,14.56,4,Yes,96.4
2026-01-15,Reading,Fresh Food,5780,54.96,1,Yes,96.5
2025-10-17,Croydon,Soft Drinks,5045,51.62,1,No,92.8
2026-03-16,Croydon,Fruit & Veg,3660,25.83,7,Yes,92.6
2025-01-07,Birmingham,Chilled,3233,21.21,6,Yes,96.2
2025-07-15,Birmingham,Food To Go,4322,34.1,4,Yes,93.9
2026-02-25,London Central,Soft Drinks,5197,60.43,7,Yes,96.3
2025-07-12,Camden,Own Brand,5218,73.09,4,Yes,97.9
2025-05-28,Bristol,Food To Go,3101,63.86,2,No,93.7
2025-07-21,London Central,Fresh Food,2306,30.87,3,Yes,94.0
2026-03-20,Bristol,Snacks,2637,27.74,2,Yes,90.9
2026-02-23,Croydon,Snacks,2140,45.24,2,No,96.6
2026-03-03,Bristol,Chilled,1615,46.45,4,No,99.3
2026-04-24,Camden,Food To Go,5652,55.38,6,Yes,92.5
2026-04-20,London Central,Soft Drinks,5209,50.51,7,Yes,97.5
2025-05-06,Birmingham,Chilled,2566,21.01,7,No,97.7
2026-01-30,Camden,Meal Deals,1976,21.64,3,Yes,96.6
2025-11-21,Camden,Meal Deals,5796,23.53,4,No,93.8
2026-01-27,London Central,Own Brand,2316,41.84,2,Yes,94.5
2026-03-16,Birmingham,Fruit & Veg,3339,53.44,2,Yes,96.1
2025-07-23,Camden,Snacks,5356,53.54,7,No,96.0
2026-05-01,Birmingham,Soft Drinks,3096,35.55,7,Yes,94.5
2025-01-31,Reading,Food To Go,1378,9.19,4,Yes,95.9
2026-01-23,Reading,Chilled,4465,38.45,1,No,94.3
2026-03-10,Reading,Soft Drinks,3271,42.73,1,Yes,94.8
2026-01-11,Bristol,Chilled,2046,45.85,4,Yes,94.6
2025-12-10,Camden,Chilled,2007,19.01,5,No,97.2
2026-03-19,London Central,Chilled,1109,78.25,5,No,92.1
2025-03-16,London Central,Food To Go,3771,18.29,1,Yes,96.3
2025-06-04,Bristol,Soft Drinks,4883,34.88,3,No,95.7
2026-03-06,London Central,Fresh Food,3600,22.65,6,Yes,90.5
2025-12-29,Reading,Fresh Food,4243,20.08,2,No,96.7
2026-03-24,Camden,Food To Go,2005,54.38,7,No,97.0
2025-08-22,London Central,Meal Deals,5793,62.32,3,No,94.2
2025-09-19,London Central,Food To Go,1305,58.77,7,No,96.0
2025-05-05,Croydon,Snacks,1958,28.77,1,Yes,95.5
2025-09-02,Croydon,Chilled,1953,31.53,4,Yes,99.5
2026-04-30,Croydon,Soft Drinks,3668,40.66,5,Yes,96.0
2025-05-02,Camden,Soft Drinks,4538,40.39,1,Yes,95.2
2025-05-05,Reading,Fruit & Veg,3677,26.06,3,Yes,97.2
2025-06-19,Birmingham,Fruit & Veg,2630,16.28,3,No,98.2
2025-05-04,Reading,Own Brand,2791,72.64,6,No,99.1
2025-02-04,Reading,Fresh Food,3603,35.26,7,Yes,93.8
2025-03-28,Camden,Fruit & Veg,2971,41.63,1,No,95.9
2025-07-20,Camden,Fruit & Veg,1066,64.71,2,No,93.8
2026-01-04,Croydon,Fresh Food,1834,20.57,3,Yes,99.6
2025-03-18,London Central,Snacks,1205,28.16,2,Yes,95.1
2025-02-28,Bristol,Meal Deals,3833,12.29,2,Yes,96.9
2026-03-07,Bristol,Fresh Food,5250,36.48,7,Yes,94.7
2026-05-15,Birmingham,Meal Deals,2714,26.25,4,No,96.0
2025-04-19,London Central,Own Brand,2532,25.57,1,No,91.4
2025-10-05,Birmingham,Fruit & Veg,4145,32.87,1,Yes,97.1
2025-03-09,Croydon,Soft Drinks,4120,46.58,2,No,97.6
2025-03-10,Birmingham,Fruit & Veg,1707,21.8,4,Yes,93.8
2025-06-14,London Central,Chilled,1178,72.62,3,No,91.4
2026-05-04,London Central,Own Brand,1112,47.54,3,No,98.0
2025-11-01,Bristol,Meal Deals,1756,44.92,1,Yes,97.7
2025-12-31,Croydon,Meal Deals,1896,32.52,7,No,96.6
2026-01-14,Camden,Chilled,3868,51.04,7,Yes,94.6
2025-12-09,Birmingham,Chilled,1158,26.08,2,Yes,94.4
2025-12-20,Bristol,Snacks,1785,27.45,4,No,97.7
2026-02-20,Birmingham,Food To Go,2803,48.52,4,Yes,94.4
2025-04-19,Birmingham,Chilled,2839,67.17,3,Yes,95.3
2026-05-12,Camden,Meal Deals,4168,20.01,3,No,95.0
2025-12-07,Croydon,Soft Drinks,3298,53.38,7,Yes,95.7
2026-01-18,London Central,Meal Deals,5078,23.25,5,Yes,94.8
2025-10-27,Reading,Meal Deals,2542,31.5,5,Yes,95.0
2025-05-19,Birmingham,Snacks,5208,23.35,2,Yes,98.6
2025-12-25,Reading,Food To Go,5354,12.0,5,Yes,96.0
2026-05-14,Croydon,Food To Go,3154,42.65,4,Yes,95.8
2026-01-20,Reading,Chilled,1574,70.37,5,No,96.6
2025-10-07,Birmingham,Own Brand,4038,35.47,1,No,92.8
2026-04-28,Camden,Fruit & Veg,2381,61.3,1,Yes,97.0
2025-04-21,Reading,Meal Deals,2222,18.94,6,Yes,95.6
2025-05-19,Croydon,Fresh Food,3474,62.24,3,No,93.8
2026-03-11,Croydon,Fruit & Veg,2501,9.62,3,No,94.8
2026-05-24,Camden,Fruit & Veg,1858,30.83,7,Yes,96.1
2025-09-30,Reading,Food To Go,4574,12.03,2,No,95.2
2025-04-09,Reading,Food To Go,4729,38.46,1,Yes,97.2
2025-04-14,London Central,Snacks,3965,27.92,6,No,93.5
2025-08-02,Bristol,Snacks,4191,49.24,2,Yes,92.7
2025-06-14,Croydon,Food To Go,2596,42.33,2,No,93.5
2025-10-11,London Central,Soft Drinks,2561,44.47,7,Yes,94.2
2025-06-13,Croydon,Soft Drinks,3522,33.6,5,No,95.3
2025-03-05,London Central,Fresh Food,3599,69.31,3,Yes,94.3
2025-04-01,Bristol,Food To Go,3391,19.17,2,Yes,92.6
2025-04-27,London Central,Chilled,3675,57.22,2,No,92.3
2025-09-24,Croydon,Snacks,3183,42.33,3,No,92.4
2025-05-20,Reading,Food To Go,1276,50.81,7,No,94.4
2025-09-03,Croydon,Soft Drinks,4882,72.46,3,Yes,93.4
2026-01-30,Birmingham,Food To Go,4604,54.86,1,No,94.2
2026-05-02,Camden,Soft Drinks,3078,45.56,3,No,97.7
2026-04-21,Camden,Food To Go,5342,55.82,5,Yes,92.7
2025-07-03,Birmingham,Meal Deals,5506,55.54,1,No,95.6
2025-01-20,Camden,Chilled,5077,26.82,7,No,92.6
2025-05-27,Camden,Own Brand,5168,22.48,6,No,92.3
2025-10-31,Bristol,Fresh Food,2120,35.15,2,No,95.7
2025-08-16,Reading,Meal Deals,5768,44.26,5,No,96.3
2025-04-12,Reading,Chilled,3523,42.35,5,No,96.6
2026-02-21,Croydon,Soft Drinks,4370,49.51,1,No,97.2
2025-08-04,Birmingham,Snacks,5382,49.84,2,No,94.6
2026-02-11,London Central,Snacks,2908,55.67,1,No,95.5
2026-02-03,Croydon,Fruit & Veg,4520,35.47,4,No,94.2
2026-05-14,Croydon,Chilled,5307,71.69,4,Yes,97.6
2026-04-10,Croydon,Food To Go,5496,20.26,1,Yes,93.2
2025-03-23,Croydon,Fresh Food,5750,37.71,2,No,96.0
2025-12-31,Reading,Food To Go,4105,29.57,7,No,92.9
2025-06-12,London Central,Food To Go,1497,43.95,2,Yes,95.2
2025-02-17,Croydon,Chilled,4587,47.54,3,Yes,91.8
2026-05-26,Reading,Own Brand,5193,20.85,7,Yes,95.5
2025-11-25,Croydon,Fresh Food,3413,44.48,5,No,98.9
2025-04-26,Camden,Fruit & Veg,4800,33.67,1,No,93.9
2025-12-03,Croydon,Meal Deals,1462,41.13,7,No,94.5
2025-05-27,Birmingham,Food To Go,3760,13.86,5,Yes,96.7
2025-11-19,Birmingham,Fresh Food,4457,42.31,7,Yes,95.1
2026-03-19,Croydon,Fruit & Veg,1272,65.84,5,Yes,97.4
2025-01-13,Bristol,Meal Deals,2150,23.43,4,Yes,95.8
2026-05-09,Camden,Food To Go,4389,24.88,4,No,96.8
2025-10-14,London Central,Fresh Food,1018,10.45,6,Yes,91.0
2025-04-24,Croydon,Meal Deals,2616,31.88,7,Yes,95.2
2026-04-25,London Central,Chilled,4178,48.96,7,Yes,92.8
2025-01-22,Camden,Own Brand,5081,24.39,1,Yes,94.2
2025-12-15,Croydon,Snacks,1411,74.37,6,Yes,95.9
2025-11-16,Bristol,Snacks,1741,24.87,1,Yes,94.5
2025-05-06,Reading,Food To Go,3671,24.95,2,Yes,93.4
2025-10-04,Bristol,Food To Go,3779,24.23,1,Yes,97.5
2025-07-23,Bristol,Meal Deals,3624,67.31,7,Yes,97.0
2025-07-13,Reading,Fresh Food,1514,47.7,2,No,92.3
2025-10-13,Reading,Snacks,1206,32.72,2,No,96.5
2025-02-26,Birmingham,Food To Go,1947,21.99,1,Yes,95.3
2025-10-30,Reading,Fruit & Veg,3441,41.93,2,No,95.5
2025-06-12,Croydon,Food To Go,2828,50.07,5,No,98.1
2025-01-19,London Central,Snacks,4598,94.8,2,Yes,95.3
2026-01-05,Birmingham,Soft Drinks,3167,36.43,5,Yes,96.4
2025-09-21,Birmingham,Own Brand,2656,27.96,5,Yes,95.4
2025-04-23,London Central,Snacks,1601,24.58,5,Yes,95.4
2026-05-03,Birmingham,Fruit & Veg,1711,73.38,3,No,93.1
2025-11-23,Reading,Fresh Food,2203,45.96,6,Yes,99.9
2025-03-06,Bristol,Fruit & Veg,2391,27.83,7,No,88.8
2025-10-19,Camden,Soft Drinks,3696,25.44,3,Yes,93.5
2025-01-25,Reading,Soft Drinks,4272,48.95,7,No,94.0
2025-01-01,Bristol,Food To Go,5925,34.85,7,No,96.8
2025-05-21,Bristol,Food To Go,4131,67.59,2,No,92.2
2025-07-07,Birmingham,Snacks,4730,17.67,6,No,94.6
2025-05-08,Croydon,Chilled,3666,29.48,7,Yes,96.6
2025-07-20,Croydon,Own Brand,1549,50.01,6,No,92.6
2025-05-07,Birmingham,Fruit & Veg,5741,41.01,6,Yes,94.7
2025-09-14,Birmingham,Snacks,4982,29.92,1,No,94.7
2025-07-13,London Central,Chilled,2244,27.22,2,Yes,93.8
2025-04-14,London Central,Snacks,4886,28.51,3,Yes,95.1
2025-09-22,Camden,Own Brand,5012,61.2,6,No,94.1
2026-01-19,Camden,Own Brand,3549,32.9,7,Yes,96.9
2025-09-17,Camden,Soft Drinks,4204,47.31,6,Yes,96.1
2026-02-18,Camden,Food To Go,1845,49.55,7,Yes,94.6
2025-12-24,Bristol,Food To Go,5545,17.4,4,No,95.1
2025-03-16,Bristol,Own Brand,1043,24.2,6,No,94.2
2025-12-21,London Central,Snacks,1658,27.01,6,No,97.7
2025-07-07,Croydon,Own Brand,5823,33.94,4,No,95.9
2025-10-17,Birmingham,Food To Go,4930,26.43,2,Yes,94.7
2025-02-14,Croydon,Fresh Food,3867,28.49,3,Yes,95.9
2025-03-24,Reading,Snacks,4647,42.71,5,No,98.8
2025-05-03,Bristol,Soft Drinks,3782,25.04,3,No,93.6
2025-12-24,Camden,Meal Deals,2691,57.09,2,Yes,96.8
2025-03-07,Camden,Snacks,3225,58.25,3,Yes,95.8
2026-01-10,Reading,Snacks,4066,40.05,4,Yes,94.6
2025-06-11,Croydon,Food To Go,2947,68.61,6,Yes,93.5
2026-01-15,Camden,Soft Drinks,2365,29.86,6,Yes,96.7
2025-12-24,Croydon,Snacks,4130,62.2,5,Yes,95.6
2025-07-07,Birmingham,Food To Go,5533,23.98,2,Yes,97.9
2025-11-18,Reading,Own Brand,5521,48.14,6,Yes,97.3
2026-03-26,Croydon,Fruit & Veg,1967,50.21,2,No,95.6
2026-04-19,Birmingham,Soft Drinks,2404,54.38,1,No,93.6
2025-01-13,Croydon,Chilled,1485,53.48,7,Yes,99.1
2025-07-03,Croydon,Fresh Food,2755,39.48,5,Yes,93.8
2025-04-21,Camden,Chilled,4630,18.56,7,No,96.7
2026-05-23,London Central,Meal Deals,3968,84.64,2,Yes,91.5
2025-10-17,Bristol,Own Brand,2579,42.12,3,No,98.1
2025-10-22,Croydon,Soft Drinks,3795,22.02,3,Yes,90.9
2026-03-27,Croydon,Snacks,1050,46.01,3,No,94.4
2025-08-03,Croydon,Food To Go,2659,35.52,3,Yes,92.9
2025-01-27,London Central,Meal Deals,5300,33.99,2,Yes,97.8
2025-08-19,Birmingham,Soft Drinks,3787,45.32,4,No,93.5
2025-11-17,Reading,Fresh Food,5628,16.71,5,No,96.1
2025-08-21,Camden,Soft Drinks,3155,39.45,3,Yes,95.5
2026-03-13,London Central,Meal Deals,5346,43.56,2,No,92.1
2026-02-07,Birmingham,Food To Go,5230,21.75,6,Yes,97.1
2025-02-22,Croydon,Chilled,4161,45.11,6,No,95.0
2025-11-09,Birmingham,Fruit & Veg,2614,52.94,2,Yes,98.0
2025-10-08,London Central,Chilled,3736,41.9,3,Yes,96.2
2025-01-31,London Central,Food To Go,1406,33.62,1,No,93.5
2025-12-03,London Central,Meal Deals,4379,45.44,2,Yes,94.6
2025-07-02,Reading,Food To Go,5197,22.33,5,Yes,94.5
2025-01-23,Bristol,Own Brand,2384,42.4,5,Yes,96.6
2026-03-22,Camden,Fresh Food,4695,78.31,1,Yes,96.5
2025-03-15,Reading,Soft Drinks,5499,14.98,6,No,93.7
2025-01-10,Reading,Own Brand,5909,35.57,6,Yes,96.9
2026-04-29,Bristol,Soft Drinks,3902,41.82,2,No,95.8
2026-04-01,Reading,Chilled,2629,35.71,1,Yes,96.3
2025-06-09,London Central,Meal Deals,4262,37.38,2,Yes,96.0
2025-01-14,London Central,Fruit & Veg,2026,55.09,2,Yes,96.7
2025-06-27,Birmingham,Fruit & Veg,3989,17.7,1,No,93.1
2026-02-16,Croydon,Fresh Food,3224,68.18,6,Yes,95.4
2025-02-22,Reading,Food To Go,3920,8.54,7,Yes,97.0
2026-02-12,Croydon,Fresh Food,5315,42.96,4,Yes,97.2
2025-01-22,Camden,Soft Drinks,5268,70.03,3,No,97.2
2025-01-30,London Central,Snacks,3783,45.55,3,Yes,93.2
2025-09-17,Birmingham,Snacks,2413,9.73,3,No,99.2
2025-07-24,Camden,Snacks,5597,56.32,1,Yes,98.5
2025-02-28,Birmingham,Food To Go,4648,64.61,2,Yes,93.3
2026-04-16,Bristol,Fresh Food,3808,79.73,7,Yes,94.4
2026-04-11,London Central,Own Brand,4331,48.07,7,Yes,96.4
2025-01-12,Camden,Meal Deals,3178,54.97,2,Yes,93.6
2025-10-17,Bristol,Chilled,1797,38.98,5,No,96.2
2025-12-20,Camden,Soft Drinks,3846,20.55,7,Yes,95.4
2025-03-16,Birmingham,Snacks,1929,18.3,2,Yes,97.6
2026-03-17,Bristol,Meal Deals,5818,51.45,6,Yes,95.9
2025-08-29,Bristol,Fruit & Veg,4091,30.69,4,Yes,90.9
2025-06-03,London Central,Own Brand,3262,23.67,3,Yes,96.7
2025-04-06,Croydon,Fresh Food,2333,32.59,7,No,97.5
2025-10-21,Birmingham,Soft Drinks,2274,16.58,6,Yes,94.9
2025-07-28,Birmingham,Soft Drinks,5583,104.75,6,No,95.3
2025-12-09,Bristol,Fruit & Veg,4480,35.29,7,Yes,95.3
2025-03-29,Bristol,Own Brand,4342,28.37,7,Yes,93.8
2026-01-25,London Central,Fruit & Veg,2217,33.19,4,Yes,99.9
2025-11-21,Croydon,Fruit & Veg,2464,37.58,3,Yes,93.4
2025-06-06,Birmingham,Snacks,5408,47.86,7,Yes,96.9
2025-05-17,Reading,Own Brand,5174,32.71,1,Yes,96.8
2026-03-04,Reading,Snacks,5770,67.64,4,Yes,94.1
2026-03-28,Croydon,Fresh Food,1013,41.26,6,No,93.1
2025-05-21,Camden,Fruit & Veg,3293,32.09,7,Yes,94.8
2025-03-24,London Central,Chilled,3045,41.27,2,No,96.4
2025-06-26,Croydon,Soft Drinks,2037,43.2,3,Yes,95.6
2025-07-17,Reading,Own Brand,5128,20.28,5,No,98.6
2026-02-25,Bristol,Fruit & Veg,2459,22.63,4,Yes,93.8
2026-02-05,Reading,Own Brand,1256,36.9,6,Yes,93.9
2026-04-16,Bristol,Soft Drinks,5129,11.09,1,No,96.8
2025-08-06,London Central,Food To Go,5073,52.7,6,Yes,91.7
2025-06-24,Bristol,Meal Deals,2283,33.4,5,No,93.9
2025-01-23,Croydon,Food To Go,4487,40.86,7,No,94.7
2025-08-23,Bristol,Fruit & Veg,3184,61.21,7,Yes,95.0
2025-01-13,Camden,Soft Drinks,1358,27.86,1,No,94.0
2025-04-11,Croydon,Meal Deals,4791,51.1,3,No,91.4
2026-03-28,London Central,Food To Go,5849,30.74,4,No,97.8
2026-03-07,Croydon,Fruit & Veg,4187,53.96,1,No,97.7
2025-10-20,Camden,Soft Drinks,5499,61.26,5,Yes,91.7
2025-04-11,London Central,Fruit & Veg,2225,32.09,6,Yes,96.3
2026-05-17,Reading,Snacks,3297,29.48,5,No,94.7
2025-10-31,Camden,Soft Drinks,1277,52.46,2,Yes,96.1
2025-12-21,London Central,Food To Go,5207,29.64,1,Yes,95.6
2025-10-30,Bristol,Fruit & Veg,2986,15.81,4,Yes,92.1
2026-05-11,Croydon,Own Brand,4544,59.92,4,No,96.6
2025-08-15,London Central,Food To Go,3793,30.16,6,Yes,93.9
2025-08-24,Croydon,Fruit & Veg,1391,54.62,6,No,89.8
2026-03-31,Bristol,Own Brand,1968,21.04,7,Yes,95.4
2025-01-13,London Central,Own Brand,3190,48.31,6,Yes,91.9
2025-07-29,Reading,Fresh Food,3228,52.51,2,No,97.3
2026-02-01,Camden,Own Brand,3626,41.67,5,No,94.4
2025-04-10,London Central,Food To Go,3845,45.08,6,Yes,95.2
2025-01-31,Bristol,Food To Go,5364,28.33,7,Yes,96.0
2025-11-25,London Central,Chilled,4307,75.26,1,Yes,95.2
2025-06-15,Croydon,Meal Deals,3600,24.82,6,No,93.8
2026-04-04,Birmingham,Snacks,3680,51.29,5,Yes,97.3
2025-04-10,London Central,Food To Go,5370,35.37,1,Yes,94.8
2025-06-22,Reading,Soft Drinks,5838,61.6,1,No,92.8
2025-06-11,London Central,Meal Deals,1085,25.91,1,Yes,95.7
2025-09-20,Camden,Own Brand,4134,26.75,5,Yes,94.8
2025-10-01,London Central,Fruit & Veg,5499,42.85,6,No,95.0
2025-01-03,Birmingham,Fresh Food,3239,51.86,5,No,95.3
2025-01-28,Croydon,Soft Drinks,4364,26.85,5,No,95.1
2025-11-22,London Central,Meal Deals,3045,28.48,3,Yes,97.9
2025-05-29,Reading,Soft Drinks,2054,15.21,7,No,93.4
2026-05-03,Bristol,Soft Drinks,4401,25.68,5,No,90.8
2026-03-14,London Central,Soft Drinks,4729,65.8,2,Yes,95.0
2025-03-06,London Central,Meal Deals,3669,17.34,7,No,96.7
2025-12-22,Camden,Fresh Food,1275,30.7,3,Yes,91.9
2025-09-09,Reading,Own Brand,5746,34.19,1,No,95.7
2025-08-23,Birmingham,Chilled,5090,27.69,6,No,92.2
2025-08-15,Bristol,Snacks,2105,32.83,4,No,96.7
2025-11-09,Croydon,Own Brand,5681,53.98,6,Yes,95.0
2025-02-18,London Central,Food To Go,3932,38.83,3,No,93.2
2025-04-28,Birmingham,Meal Deals,1128,33.95,7,Yes,91.8
2025-02-23,Bristol,Soft Drinks,5351,49.75,3,No,99.4
2025-02-13,Croydon,Own Brand,5326,38.58,7,No,99.6
2025-02-22,Birmingham,Food To Go,4568,56.28,7,Yes,92.8
2025-04-12,Reading,Meal Deals,3402,26.77,1,Yes,92.8
2026-02-02,Reading,Food To Go,2647,71.13,5,No,95.2
2025-05-18,Bristol,Soft Drinks,4556,21.44,5,Yes,94.2
2026-01-22,Croydon,Chilled,4891,22.96,3,No,94.3
2025-04-21,Reading,Meal Deals,3193,37.65,5,Yes,95.6
2025-01-17,Bristol,Food To Go,3047,12.12,3,No,98.8
2025-07-01,Reading,Fruit & Veg,4104,45.06,6,Yes,97.7
2025-06-20,Reading,Food To Go,5355,24.61,4,Yes,94.4
2026-02-13,Birmingham,Snacks,3134,33.27,6,No,96.4
2026-01-13,Birmingham,Soft Drinks,1842,25.31,4,No,91.3
2025-07-07,Reading,Fresh Food,2971,9.94,1,Yes,95.3
2025-08-18,Camden,Food To Go,5360,38.88,2,No,94.5
2025-04-29,Birmingham,Chilled,4903,86.86,2,Yes,96.9
2025-06-05,Croydon,Fruit & Veg,4613,31.98,6,No,96.2
2026-04-10,Bristol,Fruit & Veg,1391,43.02,5,Yes,95.6
2025-04-14,Bristol,Fresh Food,3279,38.66,2,Yes,95.9
2026-05-17,Croydon,Own Brand,1900,47.47,4,Yes,94.1
2025-06-24,Croydon,Snacks,5683,9.21,1,Yes,96.9
2026-02-25,Croydon,Fresh Food,3494,44.28,4,No,95.9
2025-05-14,Croydon,Snacks,2152,37.26,7,No,94.7
