date,store,category,customer_id,revenue,units,member,availability_pct,month,year,month_name,day_name,avg_basket_value,is_member
2025-03-15,Reading,Soft Drinks,5499,14.98,6,No,93.7,2025-03,2025,March,Saturday,2.4966666666666666,0
2025-01-10,Reading,Own Brand,5909,35.57,6,Yes,96.9,2025-01,2025,January,Friday,5.928333333333334,1
2026-04-29,Bristol,Soft Drinks,3902,41.82,2,No,95.8,2026-04,2026,April,Wednesday,20.91,0
2026-04-01,Reading,Chilled,2629,35.71,1,Yes,96.3,2026-04,2026,April,Wednesday,35.71,1
2025-06-09,London Central,Meal Deals,4262,37.38,2,Yes,96.0,2025-06,2025,June,Monday,18.69,1
2025-01-14,London Central,Fruit & Veg,2026,55.09,2,Yes,96.7,2025-01,2025,January,Tuesday,27.545,1
2025-06-27,Birmingham,Fruit & Veg,3989,17.7,1,No,93.1,2025-06,2025,June,Friday,17.7,0
2026-02-16,Croydon,Fresh Food,3224,68.18,6,Yes,95.4,2026-02,2026,February,Monday,11.363333333333335,1
2025-02-22,Reading,Food To Go,3920,8.54,7,Yes,97.0,2025-02,2025,February,Saturday,1.22,1
2026-02-12,Croydon,Fresh Food,5315,42.96,4,Yes,97.2,2026-02,2026,February,Thursday,10.74,1
2025-01-22,Camden,Soft Drinks,5268,70.03,3,No,97.2,2025-01,2025,January,Wednesday,23.343333333333334,0
2025-01-30,London Central,Snacks,3783,45.55,3,Yes,93.2,2025-01,2025,January,Thursday,15.183333333333332,1
2025-09-17,Birmingham,Snacks,2413,9.73,3,No,99.2,2025-09,2025,September,Wednesday,3.2433333333333336,0
2025-07-24,Camden,Snacks,5597,56.32,1,Yes,98.5,2025-07,2025,July,Thursday,56.32,1
2025-02-28,Birmingham,Food To Go,4648,64.61,2,Yes,93.3,2025-02,2025,February,Friday,32.305,1
2026-04-16,Bristol,Fresh Food,3808,79.73,7,Yes,94.4,2026-04,2026,April,Thursday,11.39,1
2026-04-11,London Central,Own Brand,4331,48.07,7,Yes,96.4,2026-04,2026,April,Saturday,6.867142857142857,1
2025-01-12,Camden,Meal Deals,3178,54.97,2,Yes,93.6,2025-01,2025,January,Sunday,27.485,1
2025-10-17,Bristol,Chilled,1797,38.98,5,No,96.2,2025-10,2025,October,Friday,7.795999999999999,0
2025-12-20,Camden,Soft Drinks,3846,20.55,7,Yes,95.4,2025-12,2025,December,Saturday,2.935714285714286,1
2025-03-16,Birmingham,Snacks,1929,18.3,2,Yes,97.6,2025-03,2025,March,Sunday,9.15,1
2026-03-17,Bristol,Meal Deals,5818,51.45,6,Yes,95.9,2026-03,2026,March,Tuesday,8.575000000000001,1
2025-08-29,Bristol,Fruit & Veg,4091,30.69,4,Yes,90.9,2025-08,2025,August,Friday,7.6725,1
2025-06-03,London Central,Own Brand,3262,23.67,3,Yes,96.7,2025-06,2025,June,Tuesday,7.890000000000001,1
2025-04-06,Croydon,Fresh Food,2333,32.59,7,No,97.5,2025-04,2025,April,Sunday,4.655714285714287,0
2025-10-21,Birmingham,Soft Drinks,2274,16.58,6,Yes,94.9,2025-10,2025,October,Tuesday,2.763333333333333,1
2025-07-28,Birmingham,Soft Drinks,5583,104.75,6,No,95.3,2025-07,2025,July,Monday,17.458333333333332,0
2025-12-09,Bristol,Fruit & Veg,4480,35.29,7,Yes,95.3,2025-12,2025,December,Tuesday,5.041428571428571,1
2025-03-29,Bristol,Own Brand,4342,28.37,7,Yes,93.8,2025-03,2025,March,Saturday,4.052857142857143,1
2026-01-25,London Central,Fruit & Veg,2217,33.19,4,Yes,99.9,2026-01,2026,January,Sunday,8.2975,1
2025-11-21,Croydon,Fruit & Veg,2464,37.58,3,Yes,93.4,2025-11,2025,November,Friday,12.526666666666666,1
2025-06-06,Birmingham,Snacks,5408,47.86,7,Yes,96.9,2025-06,2025,June,Friday,6.837142857142857,1
2025-05-17,Reading,Own Brand,5174,32.71,1,Yes,96.8,2025-05,2025,May,Saturday,32.71,1
2026-03-04,Reading,Snacks,5770,67.64,4,Yes,94.1,2026-03,2026,March,Wednesday,16.91,1
2026-03-28,Croydon,Fresh Food,1013,41.26,6,No,93.1,2026-03,2026,March,Saturday,6.876666666666666,0
2025-05-21,Camden,Fruit & Veg,3293,32.09,7,Yes,94.8,2025-05,2025,May,Wednesday,4.5842857142857145,1
2025-03-24,London Central,Chilled,3045,41.27,2,No,96.4,2025-03,2025,March,Monday,20.635,0
2025-06-26,Croydon,Soft Drinks,2037,43.2,3,Yes,95.6,2025-06,2025,June,Thursday,14.4,1
2025-07-17,Reading,Own Brand,5128,20.28,5,No,98.6,2025-07,2025,July,Thursday,4.056,0
2026-02-25,Bristol,Fruit & Veg,2459,22.63,4,Yes,93.8,2026-02,2026,February,Wednesday,5.6575,1
2026-02-05,Reading,Own Brand,1256,36.9,6,Yes,93.9,2026-02,2026,February,Thursday,6.1499999999999995,1
2026-04-16,Bristol,Soft Drinks,5129,11.09,1,No,96.8,2026-04,2026,April,Thursday,11.09,0
2025-08-06,London Central,Food To Go,5073,52.7,6,Yes,91.7,2025-08,2025,August,Wednesday,8.783333333333333,1
2025-06-24,Bristol,Meal Deals,2283,33.4,5,No,93.9,2025-06,2025,June,Tuesday,6.68,0
2025-01-23,Croydon,Food To Go,4487,40.86,7,No,94.7,2025-01,2025,January,Thursday,5.837142857142857,0
2025-08-23,Bristol,Fruit & Veg,3184,61.21,7,Yes,95.0,2025-08,2025,August,Saturday,8.744285714285715,1
2025-01-13,Camden,Soft Drinks,1358,27.86,1,No,94.0,2025-01,2025,January,Monday,27.86,0
2025-04-11,Croydon,Meal Deals,4791,51.1,3,No,91.4,2025-04,2025,April,Friday,17.033333333333335,0
2026-03-28,London Central,Food To Go,5849,30.74,4,No,97.8,2026-03,2026,March,Saturday,7.685,0
2026-03-07,Croydon,Fruit & Veg,4187,53.96,1,No,97.7,2026-03,2026,March,Saturday,53.96,0
2025-10-20,Camden,Soft Drinks,5499,61.26,5,Yes,91.7,2025-10,2025,October,Monday,12.251999999999999,1
2025-04-11,London Central,Fruit & Veg,2225,32.09,6,Yes,96.3,2025-04,2025,April,Friday,5.348333333333334,1
2026-05-17,Reading,Snacks,3297,29.48,5,No,94.7,2026-05,2026,May,Sunday,5.896,0
2025-10-31,Camden,Soft Drinks,1277,52.46,2,Yes,96.1,2025-10,2025,October,Friday,26.23,1
2025-12-21,London Central,Food To Go,5207,29.64,1,Yes,95.6,2025-12,2025,December,Sunday,29.64,1
2025-10-30,Bristol,Fruit & Veg,2986,15.81,4,Yes,92.1,2025-10,2025,October,Thursday,3.9525,1
2026-05-11,Croydon,Own Brand,4544,59.92,4,No,96.6,2026-05,2026,May,Monday,14.98,0
2025-08-15,London Central,Food To Go,3793,30.16,6,Yes,93.9,2025-08,2025,August,Friday,5.026666666666666,1
2025-08-24,Croydon,Fruit & Veg,1391,54.62,6,No,89.8,2025-08,2025,August,Sunday,9.103333333333333,0
2026-03-31,Bristol,Own Brand,1968,21.04,7,Yes,95.4,2026-03,2026,March,Tuesday,3.005714285714286,1
2025-01-13,London Central,Own Brand,3190,48.31,6,Yes,91.9,2025-01,2025,January,Monday,8.051666666666668,1
2025-07-29,Reading,Fresh Food,3228,52.51,2,No,97.3,2025-07,2025,July,Tuesday,26.255,0
2026-02-01,Camden,Own Brand,3626,41.67,5,No,94.4,2026-02,2026,February,Sunday,8.334,0
2025-04-10,London Central,Food To Go,3845,45.08,6,Yes,95.2,2025-04,2025,April,Thursday,7.513333333333333,1
2025-01-31,Bristol,Food To Go,5364,28.33,7,Yes,96.0,2025-01,2025,January,Friday,4.047142857142857,1
2025-11-25,London Central,Chilled,4307,75.26,1,Yes,95.2,2025-11,2025,November,Tuesday,75.26,1
2025-06-15,Croydon,Meal Deals,3600,24.82,6,No,93.8,2025-06,2025,June,Sunday,4.136666666666667,0
2026-04-04,Birmingham,Snacks,3680,51.29,5,Yes,97.3,2026-04,2026,April,Saturday,10.258,1
2025-04-10,London Central,Food To Go,5370,35.37,1,Yes,94.8,2025-04,2025,April,Thursday,35.37,1
2025-06-22,Reading,Soft Drinks,5838,61.6,1,No,92.8,2025-06,2025,June,Sunday,61.6,0
2025-06-11,London Central,Meal Deals,1085,25.91,1,Yes,95.7,2025-06,2025,June,Wednesday,25.91,1
2025-09-20,Camden,Own Brand,4134,26.75,5,Yes,94.8,2025-09,2025,September,Saturday,5.35,1
2025-10-01,London Central,Fruit & Veg,5499,42.85,6,No,95.0,2025-10,2025,October,Wednesday,7.141666666666667,0
2025-01-03,Birmingham,Fresh Food,3239,51.86,5,No,95.3,2025-01,2025,January,Friday,10.372,0
2025-01-28,Croydon,Soft Drinks,4364,26.85,5,No,95.1,2025-01,2025,January,Tuesday,5.37,0
2025-11-22,London Central,Meal Deals,3045,28.48,3,Yes,97.9,2025-11,2025,November,Saturday,9.493333333333334,1
2025-05-29,Reading,Soft Drinks,2054,15.21,7,No,93.4,2025-05,2025,May,Thursday,2.172857142857143,0
2026-05-03,Bristol,Soft Drinks,4401,25.68,5,No,90.8,2026-05,2026,May,Sunday,5.136,0
2026-03-14,London Central,Soft Drinks,4729,65.8,2,Yes,95.0,2026-03,2026,March,Saturday,32.9,1
2025-03-06,London Central,Meal Deals,3669,17.34,7,No,96.7,2025-03,2025,March,Thursday,2.4771428571428573,0
2025-12-22,Camden,Fresh Food,1275,30.7,3,Yes,91.9,2025-12,2025,December,Monday,10.233333333333333,1
2025-09-09,Reading,Own Brand,5746,34.19,1,No,95.7,2025-09,2025,September,Tuesday,34.19,0
2025-08-23,Birmingham,Chilled,5090,27.69,6,No,92.2,2025-08,2025,August,Saturday,4.615,0
2025-08-15,Bristol,Snacks,2105,32.83,4,No,96.7,2025-08,2025,August,Friday,8.2075,0
2025-11-09,Croydon,Own Brand,5681,53.98,6,Yes,95.0,2025-11,2025,November,Sunday,8.996666666666666,1
2025-02-18,London Central,Food To Go,3932,38.83,3,No,93.2,2025-02,2025,February,Tuesday,12.943333333333333,0
2025-04-28,Birmingham,Meal Deals,1128,33.95,7,Yes,91.8,2025-04,2025,April,Monday,4.8500000000000005,1
2025-02-23,Bristol,Soft Drinks,5351,49.75,3,No,99.4,2025-02,2025,February,Sunday,16.583333333333332,0
2025-02-13,Croydon,Own Brand,5326,38.58,7,No,99.6,2025-02,2025,February,Thursday,5.511428571428572,0
2025-02-22,Birmingham,Food To Go,4568,56.28,7,Yes,92.8,2025-02,2025,February,Saturday,8.040000000000001,1
2025-04-12,Reading,Meal Deals,3402,26.77,1,Yes,92.8,2025-04,2025,April,Saturday,26.77,1
2026-02-02,Reading,Food To Go,2647,71.13,5,No,95.2,2026-02,2026,February,Monday,14.225999999999999,0
2025-05-18,Bristol,Soft Drinks,4556,21.44,5,Yes,94.2,2025-05,2025,May,Sunday,4.288,1
2026-01-22,Croydon,Chilled,4891,22.96,3,No,94.3,2026-01,2026,January,Thursday,7.653333333333333,0
2025-04-21,Reading,Meal Deals,3193,37.65,5,Yes,95.6,2025-04,2025,April,Monday,7.529999999999999,1
2025-01-17,Bristol,Food To Go,3047,12.12,3,No,98.8,2025-01,2025,January,Friday,4.04,0
2025-07-01,Reading,Fruit & Veg,4104,45.06,6,Yes,97.7,2025-07,2025,July,Tuesday,7.510000000000001,1
2025-06-20,Reading,Food To Go,5355,24.61,4,Yes,94.4,2025-06,2025,June,Friday,6.1525,1
2026-02-13,Birmingham,Snacks,3134,33.27,6,No,96.4,2026-02,2026,February,Friday,5.545000000000001,0
2026-01-13,Birmingham,Soft Drinks,1842,25.31,4,No,91.3,2026-01,2026,January,Tuesday,6.3275,0
2025-07-07,Reading,Fresh Food,2971,9.94,1,Yes,95.3,2025-07,2025,July,Monday,9.94,1
2025-08-18,Camden,Food To Go,5360,38.88,2,No,94.5,2025-08,2025,August,Monday,19.44,0
2025-04-29,Birmingham,Chilled,4903,86.86,2,Yes,96.9,2025-04,2025,April,Tuesday,43.43,1
2025-06-05,Croydon,Fruit & Veg,4613,31.98,6,No,96.2,2025-06,2025,June,Thursday,5.33,0
2026-04-10,Bristol,Fruit & Veg,1391,43.02,5,Yes,95.6,2026-04,2026,April,Friday,8.604000000000001,1
2025-04-14,Bristol,Fresh Food,3279,38.66,2,Yes,95.9,2025-04,2025,April,Monday,19.33,1
2026-05-17,Croydon,Own Brand,1900,47.47,4,Yes,94.1,2026-05,2026,May,Sunday,11.8675,1
2025-06-24,Croydon,Snacks,5683,9.21,1,Yes,96.9,2025-06,2025,June,Tuesday,9.21,1
2026-02-25,Croydon,Fresh Food,3494,44.28,4,No,95.9,2026-02,2026,February,Wednesday,11.07,0
2025-05-14,Croydon,Snacks,2152,37.26,7,No,94.7,2025-05,2025,May,Wednesday,5.322857142857143,0
2026-01-26,London Central,Food To Go,2294,41.3,3,Yes,95.2,2026-01,2026,January,Monday,13.766666666666666,1
2026-05-16,Bristol,Soft Drinks,1465,19.81,5,Yes,96.7,2026-05,2026,May,Saturday,3.9619999999999997,1
2025-02-02,London Central,Chilled,3175,53.34,5,No,96.9,2025-02,2025,February,Sunday,10.668000000000001,0
2025-02-24,Reading,Fruit & Veg,4245,24.37,2,Yes,94.3,2025-02,2025,February,Monday,12.185,1
2025-01-12,Reading,Fresh Food,1487,33.62,3,Yes,93.2,2025-01,2025,January,Sunday,11.206666666666665,1
2026-01-08,Bristol,Chilled,3938,35.92,2,Yes,94.1,2026-01,2026,January,Thursday,17.96,1
2026-04-29,Reading,Snacks,3626,44.14,7,Yes,94.2,2026-04,2026,April,Wednesday,6.305714285714286,1
2025-08-16,Croydon,Soft Drinks,1949,35.7,2,Yes,95.2,2025-08,2025,August,Saturday,17.85,1
2025-11-03,London Central,Fruit & Veg,5501,54.58,2,No,97.4,2025-11,2025,November,Monday,27.29,0
2026-04-02,Croydon,Fruit & Veg,2049,24.72,3,Yes,94.1,2026-04,2026,April,Thursday,8.24,1
2025-06-09,Reading,Snacks,5075,77.39,2,No,95.8,2025-06,2025,June,Monday,38.695,0
2025-11-27,Birmingham,Soft Drinks,5459,76.05,7,Yes,94.6,2025-11,2025,November,Thursday,10.864285714285714,1
2025-08-13,London Central,Fruit & Veg,2390,47.03,5,No,95.0,2025-08,2025,August,Wednesday,9.406,0
2026-05-19,Croydon,Soft Drinks,2083,20.92,2,Yes,95.6,2026-05,2026,May,Tuesday,10.46,1
2026-04-01,Bristol,Fruit & Veg,5646,20.91,3,No,97.4,2026-04,2026,April,Wednesday,6.97,0
2025-02-14,Croydon,Food To Go,2658,62.35,3,Yes,95.5,2025-02,2025,February,Friday,20.783333333333335,1
2025-08-02,Birmingham,Snacks,5387,23.86,4,Yes,89.8,2025-08,2025,August,Saturday,5.965,1
2025-02-28,Reading,Soft Drinks,2817,73.99,2,No,94.6,2025-02,2025,February,Friday,36.995,0
2025-07-14,London Central,Chilled,1190,61.12,3,Yes,98.1,2025-07,2025,July,Monday,20.37333333333333,1
2026-05-04,Bristol,Own Brand,1460,23.83,6,No,97.3,2026-05,2026,May,Monday,3.9716666666666662,0
2025-06-06,London Central,Food To Go,3521,32.21,2,No,96.6,2025-06,2025,June,Friday,16.105,0
2025-08-14,Bristol,Meal Deals,4476,59.1,1,Yes,97.4,2025-08,2025,August,Thursday,59.1,1
2026-02-16,London Central,Chilled,3705,42.33,5,Yes,96.6,2026-02,2026,February,Monday,8.466,1
2025-07-24,Reading,Snacks,5366,28.63,5,Yes,97.3,2025-07,2025,July,Thursday,5.726,1
2025-03-20,Bristol,Fruit & Veg,2157,48.56,6,No,92.8,2025-03,2025,March,Thursday,8.093333333333334,0
2025-05-04,Camden,Meal Deals,5266,58.73,2,Yes,94.9,2025-05,2025,May,Sunday,29.365,1
2026-04-16,London Central,Chilled,1027,15.61,7,No,95.3,2026-04,2026,April,Thursday,2.23,0
2025-08-06,London Central,Food To Go,5231,52.57,5,No,95.1,2025-08,2025,August,Wednesday,10.514,0
2026-05-31,Croydon,Meal Deals,3972,56.98,5,Yes,93.8,2026-05,2026,May,Sunday,11.395999999999999,1
2025-04-14,Bristol,Meal Deals,4024,12.96,7,No,95.3,2025-04,2025,April,Monday,1.8514285714285716,0
2026-01-28,Birmingham,Soft Drinks,5983,34.27,1,Yes,91.6,2026-01,2026,January,Wednesday,34.27,1
2026-03-10,Camden,Fresh Food,2264,32.56,5,Yes,95.9,2026-03,2026,March,Tuesday,6.5120000000000005,1
2025-11-27,Reading,Chilled,1855,25.2,5,No,93.7,2025-11,2025,November,Thursday,5.04,0
2025-05-23,Croydon,Fresh Food,5025,54.99,3,Yes,90.6,2025-05,2025,May,Friday,18.330000000000002,1
2025-10-05,Camden,Snacks,2251,20.81,5,Yes,95.0,2025-10,2025,October,Sunday,4.162,1
2025-08-21,Bristol,Chilled,5604,27.02,2,No,98.1,2025-08,2025,August,Thursday,13.51,0
2025-03-31,Camden,Chilled,4870,61.35,5,No,91.2,2025-03,2025,March,Monday,12.27,0
2026-05-07,London Central,Soft Drinks,2326,37.17,2,Yes,94.5,2026-05,2026,May,Thursday,18.585,1
2025-07-18,London Central,Fruit & Veg,2025,41.7,5,No,91.8,2025-07,2025,July,Friday,8.34,0
2025-12-28,Croydon,Food To Go,1361,18.13,2,Yes,95.5,2025-12,2025,December,Sunday,9.065,1
2026-03-17,Bristol,Food To Go,2218,20.0,5,No,96.7,2026-03,2026,March,Tuesday,4.0,0
2025-01-26,Bristol,Food To Go,1605,42.66,6,No,93.4,2025-01,2025,January,Sunday,7.109999999999999,0
2025-01-25,Camden,Own Brand,2670,23.59,2,Yes,94.2,2025-01,2025,January,Saturday,11.795,1
2026-01-29,Croydon,Snacks,5811,14.84,5,Yes,94.7,2026-01,2026,January,Thursday,2.968,1
2026-05-22,Bristol,Meal Deals,3297,80.42,7,No,97.5,2026-05,2026,May,Friday,11.48857142857143,0
2025-10-28,Birmingham,Fruit & Veg,3194,31.35,1,No,92.2,2025-10,2025,October,Tuesday,31.35,0
2025-12-05,Birmingham,Fresh Food,5443,33.83,3,Yes,94.1,2025-12,2025,December,Friday,11.276666666666666,1
2025-09-24,London Central,Food To Go,2277,45.12,3,Yes,98.1,2025-09,2025,September,Wednesday,15.04,1
2026-04-06,Camden,Own Brand,1398,35.86,3,Yes,93.5,2026-04,2026,April,Monday,11.953333333333333,1
2026-04-01,Reading,Fresh Food,3172,60.87,7,Yes,94.2,2026-04,2026,April,Wednesday,8.695714285714285,1
2025-12-26,London Central,Fruit & Veg,3810,50.38,3,No,95.4,2025-12,2025,December,Friday,16.793333333333333,0
2025-03-09,Croydon,Snacks,3652,62.44,7,Yes,99.7,2025-03,2025,March,Sunday,8.92,1
2026-02-16,Bristol,Fruit & Veg,3939,47.09,1,No,92.8,2026-02,2026,February,Monday,47.09,0
2026-05-06,London Central,Soft Drinks,1821,50.93,6,No,96.5,2026-05,2026,May,Wednesday,8.488333333333333,0
2025-02-18,Reading,Meal Deals,5997,29.26,6,No,92.6,2025-02,2025,February,Tuesday,4.876666666666667,0
2025-04-12,Reading,Food To Go,1944,40.11,1,Yes,93.0,2025-04,2025,April,Saturday,40.11,1
2025-08-04,Birmingham,Snacks,4478,54.0,5,No,94.0,2025-08,2025,August,Monday,10.8,0
2026-03-14,Croydon,Soft Drinks,3779,42.39,1,No,95.9,2026-03,2026,March,Saturday,42.39,0
2025-06-08,London Central,Food To Go,5429,30.98,3,Yes,93.9,2025-06,2025,June,Sunday,10.326666666666666,1
2026-05-04,Camden,Fruit & Veg,5450,50.3,7,Yes,95.3,2026-05,2026,May,Monday,7.185714285714285,1
2025-08-30,London Central,Fruit & Veg,2196,24.83,6,No,93.6,2025-08,2025,August,Saturday,4.138333333333333,0
2025-01-05,Birmingham,Own Brand,2212,35.64,4,Yes,95.2,2025-01,2025,January,Sunday,8.91,1
2025-12-27,Reading,Chilled,1823,56.05,5,No,92.4,2025-12,2025,December,Saturday,11.209999999999999,0
2026-04-04,Croydon,Chilled,2896,87.56,2,Yes,92.5,2026-04,2026,April,Saturday,43.78,1
2025-09-05,Croydon,Fruit & Veg,5263,14.94,6,Yes,94.0,2025-09,2025,September,Friday,2.4899999999999998,1
2026-02-26,Camden,Fruit & Veg,3415,55.1,3,Yes,96.2,2026-02,2026,February,Thursday,18.366666666666667,1
2025-01-15,Croydon,Fresh Food,1535,56.02,7,Yes,95.4,2025-01,2025,January,Wednesday,8.002857142857144,1
2025-05-02,Birmingham,Own Brand,4010,28.28,6,Yes,93.5,2025-05,2025,May,Friday,4.713333333333334,1
2025-10-04,Birmingham,Meal Deals,3627,24.56,7,Yes,92.7,2025-10,2025,October,Saturday,3.5085714285714285,1
2026-03-29,Birmingham,Fresh Food,4777,22.79,3,Yes,97.1,2026-03,2026,March,Sunday,7.596666666666667,1
2026-01-25,Croydon,Meal Deals,1949,60.1,3,Yes,97.7,2026-01,2026,January,Sunday,20.033333333333335,1
2025-10-21,Croydon,Soft Drinks,4508,26.5,6,Yes,96.0,2025-10,2025,October,Tuesday,4.416666666666667,1
2026-03-22,Birmingham,Chilled,5302,16.62,6,No,95.7,2026-03,2026,March,Sunday,2.77,0
2025-07-29,Croydon,Chilled,1543,44.84,6,Yes,90.7,2025-07,2025,July,Tuesday,7.473333333333334,1
2025-10-29,Croydon,Own Brand,4900,35.65,1,No,96.2,2025-10,2025,October,Wednesday,35.65,0
2025-08-11,Reading,Fruit & Veg,4753,33.39,6,No,98.2,2025-08,2025,August,Monday,5.565,0
2025-01-03,London Central,Fruit & Veg,5224,11.91,7,Yes,97.1,2025-01,2025,January,Friday,1.7014285714285715,1
2025-04-03,Bristol,Soft Drinks,3082,33.98,2,Yes,97.0,2025-04,2025,April,Thursday,16.99,1
2026-03-04,Croydon,Snacks,3866,40.15,5,No,91.7,2026-03,2026,March,Wednesday,8.03,0
2026-05-08,Bristol,Snacks,3246,38.0,3,No,93.6,2026-05,2026,May,Friday,12.666666666666666,0
2025-08-23,Bristol,Own Brand,2836,18.15,6,Yes,94.7,2025-08,2025,August,Saturday,3.025,1
2025-06-10,Reading,Snacks,1076,37.28,2,No,93.6,2025-06,2025,June,Tuesday,18.64,0
2025-11-27,Croydon,Chilled,1368,27.11,4,Yes,92.7,2025-11,2025,November,Thursday,6.7775,1
2025-11-29,Birmingham,Fresh Food,5621,64.67,7,Yes,95.8,2025-11,2025,November,Saturday,9.23857142857143,1
2025-02-19,Bristol,Snacks,1348,32.32,6,Yes,97.0,2025-02,2025,February,Wednesday,5.386666666666667,1
2026-05-07,Croydon,Food To Go,5601,28.85,1,Yes,92.2,2026-05,2026,May,Thursday,28.85,1
2025-09-29,Camden,Own Brand,5738,27.5,3,No,97.1,2025-09,2025,September,Monday,9.166666666666666,0
2025-09-09,Birmingham,Soft Drinks,5333,28.83,2,No,95.4,2025-09,2025,September,Tuesday,14.415,0
2025-03-31,Camden,Snacks,2455,19.17,7,No,98.2,2025-03,2025,March,Monday,2.738571428571429,0
2026-03-22,Camden,Food To Go,3185,36.87,6,Yes,96.6,2026-03,2026,March,Sunday,6.145,1
2025-11-28,Bristol,Snacks,4811,20.65,2,Yes,95.3,2025-11,2025,November,Friday,10.325,1
2025-05-19,Camden,Fresh Food,4272,27.24,3,Yes,95.3,2025-05,2025,May,Monday,9.08,1
2025-12-23,Reading,Fresh Food,4682,48.19,2,Yes,95.0,2025-12,2025,December,Tuesday,24.095,1
2025-10-01,Reading,Snacks,2846,50.69,2,Yes,98.6,2025-10,2025,October,Wednesday,25.345,1
2025-01-19,Bristol,Own Brand,2854,34.94,7,No,96.2,2025-01,2025,January,Sunday,4.991428571428571,0
2025-11-07,Croydon,Own Brand,3985,57.86,6,Yes,94.3,2025-11,2025,November,Friday,9.643333333333333,1
2025-06-03,London Central,Food To Go,5450,37.58,6,No,96.1,2025-06,2025,June,Tuesday,6.263333333333333,0
2026-01-25,Croydon,Soft Drinks,3625,63.03,7,No,95.9,2026-01,2026,January,Sunday,9.004285714285714,0
2025-09-17,Croydon,Food To Go,3894,38.53,5,No,94.2,2025-09,2025,September,Wednesday,7.706,0
2025-05-05,Croydon,Soft Drinks,1558,23.87,1,No,93.4,2025-05,2025,May,Monday,23.87,0
2025-12-20,Croydon,Snacks,3896,83.76,5,Yes,97.4,2025-12,2025,December,Saturday,16.752000000000002,1
2025-09-30,Birmingham,Soft Drinks,2917,25.79,1,Yes,94.5,2025-09,2025,September,Tuesday,25.79,1
2025-09-02,London Central,Fruit & Veg,2254,55.26,1,No,94.4,2025-09,2025,September,Tuesday,55.26,0
2026-03-26,Birmingham,Chilled,2681,51.33,5,No,96.2,2026-03,2026,March,Thursday,10.266,0
2025-09-04,Camden,Meal Deals,2814,40.55,7,Yes,94.0,2025-09,2025,September,Thursday,5.792857142857143,1
2025-05-21,Croydon,Chilled,1662,27.09,3,No,95.5,2025-05,2025,May,Wednesday,9.03,0
2025-12-28,Reading,Fresh Food,5116,38.99,7,No,94.2,2025-12,2025,December,Sunday,5.57,0
2025-01-08,Bristol,Fruit & Veg,4325,33.52,2,Yes,89.8,2025-01,2025,January,Wednesday,16.76,1
2026-04-23,Bristol,Chilled,2241,23.05,4,Yes,95.8,2026-04,2026,April,Thursday,5.7625,1
2025-12-18,Birmingham,Snacks,4143,35.68,5,No,95.5,2025-12,2025,December,Thursday,7.136,0
2026-05-10,Birmingham,Soft Drinks,4037,29.08,5,Yes,95.7,2026-05,2026,May,Sunday,5.816,1
2026-03-03,Reading,Soft Drinks,1161,38.32,3,Yes,90.8,2026-03,2026,March,Tuesday,12.773333333333333,1
2025-02-08,Croydon,Food To Go,5225,23.51,2,Yes,92.3,2025-02,2025,February,Saturday,11.755,1
2025-07-06,London Central,Food To Go,2950,34.12,6,No,97.3,2025-07,2025,July,Sunday,5.6866666666666665,0
2025-04-03,Camden,Own Brand,5320,47.89,7,No,95.1,2025-04,2025,April,Thursday,6.841428571428572,0
2025-03-27,Bristol,Soft Drinks,2781,36.43,5,Yes,91.2,2025-03,2025,March,Thursday,7.286,1
2025-02-13,Camden,Own Brand,5675,47.86,4,Yes,95.2,2025-02,2025,February,Thursday,11.965,1
2025-05-17,London Central,Snacks,2477,51.91,2,Yes,91.9,2025-05,2025,May,Saturday,25.955,1
2026-02-25,Birmingham,Soft Drinks,4030,27.91,5,Yes,93.9,2026-02,2026,February,Wednesday,5.582,1
2025-03-15,Bristol,Food To Go,4986,21.72,6,Yes,95.5,2025-03,2025,March,Saturday,3.6199999999999997,1
2026-05-27,Camden,Chilled,1106,42.45,5,Yes,95.5,2026-05,2026,May,Wednesday,8.49,1
2025-06-05,Birmingham,Own Brand,3668,21.2,6,Yes,97.0,2025-06,2025,June,Thursday,3.533333333333333,1
2025-09-12,London Central,Own Brand,5935,23.92,1,No,95.9,2025-09,2025,September,Friday,23.92,0
2025-06-20,Camden,Fresh Food,2164,38.46,1,Yes,96.1,2025-06,2025,June,Friday,38.46,1
2025-06-19,Croydon,Food To Go,2157,38.68,5,Yes,94.2,2025-06,2025,June,Thursday,7.736,1
2025-11-18,Birmingham,Snacks,3246,26.89,3,Yes,93.3,2025-11,2025,November,Tuesday,8.963333333333333,1
2026-04-01,London Central,Own Brand,1666,28.91,1,No,95.1,2026-04,2026,April,Wednesday,28.91,0
2025-06-04,Camden,Chilled,3126,33.99,5,Yes,97.0,2025-06,2025,June,Wednesday,6.798,1
2025-12-15,Croydon,Chilled,3941,70.0,6,Yes,96.7,2025-12,2025,December,Monday,11.666666666666666,1
2026-03-27,Croydon,Chilled,1511,21.18,2,No,94.6,2026-03,2026,March,Friday,10.59,0
2025-06-22,London Central,Fruit & Veg,1249,26.55,7,No,94.9,2025-06,2025,June,Sunday,3.792857142857143,0
2025-01-10,Reading,Fruit & Veg,1888,31.89,6,No,93.2,2025-01,2025,January,Friday,5.315,0
2025-09-22,Bristol,Meal Deals,2023,52.64,4,Yes,97.3,2025-09,2025,September,Monday,13.16,1
